Session;Period;Subject;myTreatment;myGroup;myGroup2;myGroupType;dec-01;dec-02
160609_1347;4;1;2;1;1;1;5;0
160609_1347;4;2;2;2;3;2;2;6
160609_1347;4;3;9;3;1;2;4;4
160609_1347;4;4;9;2;3;2;1;5
160609_1347;4;5;2;1;2;2;6;1
160609_1347;4;6;2;3;3;1;2;0
160609_1347;4;7;9;1;1;1;4;0
160609_1347;4;8;9;3;3;1;1;0
160609_1347;4;9;2;3;4;2;5;4
160609_1347;4;10;2;2;2;1;6;0
160609_1347;4;11;9;2;2;1;4;0
160609_1347;4;12;9;1;2;2;4;6
160609_1347;4;13;2;4;1;2;5;5
160609_1347;4;14;2;4;4;1;5;0
160609_1347;5;1;2;1;1;1;6;0
160609_1347;5;2;2;2;3;2;3;5
160609_1347;5;3;9;3;1;2;3;2
160609_1347;5;4;9;2;3;2;3;3
160609_1347;5;5;2;1;2;2;6;4
160609_1347;5;6;2;3;3;1;3;0
160609_1347;5;7;9;1;1;1;3;0
160609_1347;5;8;9;3;3;1;3;0
160609_1347;5;9;2;3;4;2;2;2
160609_1347;5;10;2;2;2;1;6;0
160609_1347;5;11;9;2;2;1;3;0
160609_1347;5;12;9;1;2;2;3;6
160609_1347;5;13;2;4;1;2;6;6
160609_1347;5;14;2;4;4;1;2;0
160609_1347;6;1;2;1;1;1;1;0
160609_1347;6;2;2;2;3;2;4;6
160609_1347;6;3;9;3;1;2;6;6
160609_1347;6;4;9;2;3;2;3;3
160609_1347;6;5;2;1;2;2;2;6
160609_1347;6;6;2;3;3;1;4;0
160609_1347;6;7;9;1;1;1;6;0
160609_1347;6;8;9;3;3;1;3;0
160609_1347;6;9;2;3;4;2;5;5
160609_1347;6;10;2;2;2;1;2;0
160609_1347;6;11;9;2;2;1;1;0
160609_1347;6;12;9;1;2;2;1;1
160609_1347;6;13;2;4;1;2;1;1
160609_1347;6;14;2;4;4;1;5;0
160609_1347;7;1;2;1;1;1;2;0
160609_1347;7;2;2;2;3;2;3;4
160609_1347;7;3;9;3;1;2;2;1
160609_1347;7;4;9;2;3;2;6;6
160609_1347;7;5;2;1;2;2;4;4
160609_1347;7;6;2;3;3;1;3;0
160609_1347;7;7;9;1;1;1;2;0
160609_1347;7;8;9;3;3;1;6;0
160609_1347;7;9;2;3;4;2;1;3
160609_1347;7;10;2;2;2;1;4;0
160609_1347;7;11;9;2;2;1;4;0
160609_1347;7;12;9;1;2;2;4;4
160609_1347;7;13;2;4;1;2;2;3
160609_1347;7;14;2;4;4;1;1;0
160609_1347;8;1;2;1;1;1;4;0
160609_1347;8;2;2;2;3;2;4;3
160609_1347;8;3;9;3;1;2;5;5
160609_1347;8;4;9;2;3;2;3;3
160609_1347;8;5;2;1;2;2;3;2
160609_1347;8;6;2;3;3;1;4;0
160609_1347;8;7;9;1;1;1;5;0
160609_1347;8;8;9;3;3;1;3;0
160609_1347;8;9;2;3;4;2;6;6
160609_1347;8;10;2;2;2;1;3;0
160609_1347;8;11;9;2;2;1;6;0
160609_1347;8;12;9;1;2;2;6;6
160609_1347;8;13;2;4;1;2;4;3
160609_1347;8;14;2;4;4;1;6;0
160609_1347;9;1;2;1;1;1;5;0
160609_1347;9;2;2;2;3;2;2;6
160609_1347;9;3;9;3;1;2;5;5
160609_1347;9;4;9;2;3;2;3;3
160609_1347;9;5;2;1;2;2;5;5
160609_1347;9;6;2;3;3;1;2;0
160609_1347;9;7;9;1;1;1;5;0
160609_1347;9;8;9;3;3;1;3;0
160609_1347;9;9;2;3;4;2;2;5
160609_1347;9;10;2;2;2;1;5;0
160609_1347;9;11;9;2;2;1;3;0
160609_1347;9;12;9;1;2;2;3;3
160609_1347;9;13;2;4;1;2;5;2
160609_1347;9;14;2;4;4;1;2;0
160609_1347;10;1;2;1;1;1;3;0
160609_1347;10;2;2;2;3;2;5;1
160609_1347;10;3;9;3;1;2;4;3
160609_1347;10;4;9;2;3;2;6;6
160609_1347;10;5;2;1;2;2;1;5
160609_1347;10;6;2;3;3;1;5;0
160609_1347;10;7;9;1;1;1;4;0
160609_1347;10;8;9;3;3;1;6;0
160609_1347;10;9;2;3;4;2;2;2
160609_1347;10;10;2;2;2;1;1;0
160609_1347;10;11;9;2;2;1;4;0
160609_1347;10;12;9;1;2;2;4;4
160609_1347;10;13;2;4;1;2;3;1
160609_1347;10;14;2;4;4;1;2;0
160609_1347;11;1;2;1;1;1;3;0
160609_1347;11;2;2;2;3;2;6;5
160609_1347;11;3;9;3;1;2;1;2
160609_1347;11;4;9;2;3;2;3;3
160609_1347;11;5;2;1;2;2;6;5
160609_1347;11;6;2;3;3;1;6;0
160609_1347;11;7;9;1;1;1;1;0
160609_1347;11;8;9;3;3;1;3;0
160609_1347;11;9;2;3;4;2;2;2
160609_1347;11;10;2;2;2;1;6;0
160609_1347;11;11;9;2;2;1;3;0
160609_1347;11;12;9;1;2;2;3;1
160609_1347;11;13;2;4;1;2;3;3
160609_1347;11;14;2;4;4;1;2;0
160609_1347;12;1;2;1;1;1;6;0
160609_1347;12;2;2;2;3;2;1;4
160609_1347;12;3;9;3;1;2;3;3
160609_1347;12;4;9;2;3;2;5;5
160609_1347;12;5;2;1;2;2;2;3
160609_1347;12;6;2;3;3;1;1;0
160609_1347;12;7;9;1;1;1;3;0
160609_1347;12;8;9;3;3;1;5;0
160609_1347;12;9;2;3;4;2;1;5
160609_1347;12;10;2;2;2;1;2;0
160609_1347;12;11;9;2;2;1;1;0
160609_1347;12;12;9;1;2;2;1;6
160609_1347;12;13;2;4;1;2;6;6
160609_1347;12;14;2;4;4;1;1;0
160609_1347;13;1;2;1;1;1;2;0
160609_1347;13;2;2;2;3;2;2;2
160609_1347;13;3;9;3;1;2;4;4
160609_1347;13;4;9;2;3;2;1;2
160609_1347;13;5;2;1;2;2;4;4
160609_1347;13;6;2;3;3;1;2;0
160609_1347;13;7;9;1;1;1;4;0
160609_1347;13;8;9;3;3;1;1;0
160609_1347;13;9;2;3;4;2;4;4
160609_1347;13;10;2;2;2;1;4;0
160609_1347;13;11;9;2;2;1;1;0
160609_1347;13;12;9;1;2;2;1;1
160609_1347;13;13;2;4;1;2;2;1
160609_1347;13;14;2;4;4;1;4;0
160609_1347;14;1;2;1;1;1;4;0
160609_1347;14;2;2;2;3;2;4;1
160609_1347;14;3;9;3;1;2;5;5
160609_1347;14;4;9;2;3;2;4;4
160609_1347;14;5;2;1;2;2;2;2
160609_1347;14;6;2;3;3;1;4;0
160609_1347;14;7;9;1;1;1;5;0
160609_1347;14;8;9;3;3;1;4;0
160609_1347;14;9;2;3;4;2;2;2
160609_1347;14;10;2;2;2;1;2;0
160609_1347;14;11;9;2;2;1;4;0
160609_1347;14;12;9;1;2;2;4;4
160609_1347;14;13;2;4;1;2;4;6
160609_1347;14;14;2;4;4;1;2;0
160609_1347;15;1;2;1;1;1;2;0
160609_1347;15;2;2;2;3;2;5;3
160609_1347;15;3;9;3;1;2;1;3
160609_1347;15;4;9;2;3;2;3;3
160609_1347;15;5;2;1;2;2;6;6
160609_1347;15;6;2;3;3;1;5;0
160609_1347;15;7;9;1;1;1;1;0
160609_1347;15;8;9;3;3;1;3;0
160609_1347;15;9;2;3;4;2;5;2
160609_1347;15;10;2;2;2;1;6;0
160609_1347;15;11;9;2;2;1;5;0
160609_1347;15;12;9;1;2;2;5;5
160609_1347;15;13;2;4;1;2;2;5
160609_1347;15;14;2;4;4;1;5;0
160609_1347;16;1;2;1;1;1;5;0
160609_1347;16;2;2;2;3;2;3;3
160609_1347;16;3;9;3;1;2;3;2
160609_1347;16;4;9;2;3;2;4;4
160609_1347;16;5;2;1;2;2;4;3
160609_1347;16;6;2;3;3;1;3;0
160609_1347;16;7;9;1;1;1;3;0
160609_1347;16;8;9;3;3;1;4;0
160609_1347;16;9;2;3;4;2;2;1
160609_1347;16;10;2;2;2;1;4;0
160609_1347;16;11;9;2;2;1;2;0
160609_1347;16;12;9;1;2;2;2;2
160609_1347;16;13;2;4;1;2;5;5
160609_1347;16;14;2;4;4;1;2;0
160609_1347;17;1;2;1;1;1;1;0
160609_1347;17;2;2;2;3;2;2;1
160609_1347;17;3;9;3;1;2;2;2
160609_1347;17;4;9;2;3;2;4;4
160609_1347;17;5;2;1;2;2;5;2
160609_1347;17;6;2;3;3;1;2;0
160609_1347;17;7;9;1;1;1;2;0
160609_1347;17;8;9;3;3;1;4;0
160609_1347;17;9;2;3;4;2;2;3
160609_1347;17;10;2;2;2;1;5;0
160609_1347;17;11;9;2;2;1;5;0
160609_1347;17;12;9;1;2;2;5;5
160609_1347;17;13;2;4;1;2;1;6
160609_1347;17;14;2;4;4;1;2;0
160609_1347;18;1;2;1;1;1;5;0
160609_1347;18;2;2;2;3;2;5;2
160609_1347;18;3;9;3;1;2;2;2
160609_1347;18;4;9;2;3;2;5;5
160609_1347;18;5;2;1;2;2;4;1
160609_1347;18;6;2;3;3;1;5;0
160609_1347;18;7;9;1;1;1;2;0
160609_1347;18;8;9;3;3;1;5;0
160609_1347;18;9;2;3;4;2;3;3
160609_1347;18;10;2;2;2;1;4;0
160609_1347;18;11;9;2;2;1;6;0
160609_1347;18;12;9;1;2;2;6;6
160609_1347;18;13;2;4;1;2;5;3
160609_1347;18;14;2;4;4;1;3;0
160609_1347;19;1;2;1;1;1;1;0
160609_1347;19;2;2;2;3;2;6;5
160609_1347;19;3;9;3;1;2;5;5
160609_1347;19;4;9;2;3;2;4;4
160609_1347;19;5;2;1;2;2;6;1
160609_1347;19;6;2;3;3;1;6;0
160609_1347;19;7;9;1;1;1;5;0
160609_1347;19;8;9;3;3;1;4;0
160609_1347;19;9;2;3;4;2;3;2
160609_1347;19;10;2;2;2;1;6;0
160609_1347;19;11;9;2;2;1;6;0
160609_1347;19;12;9;1;2;2;6;6
160609_1347;19;13;2;4;1;2;1;4
160609_1347;19;14;2;4;4;1;3;0
160609_1347;20;1;2;1;1;1;5;0
160609_1347;20;2;2;2;3;2;5;3
160609_1347;20;3;9;3;1;2;4;4
160609_1347;20;4;9;2;3;2;5;5
160609_1347;20;5;2;1;2;2;2;5
160609_1347;20;6;2;3;3;1;5;0
160609_1347;20;7;9;1;1;1;4;0
160609_1347;20;8;9;3;3;1;5;0
160609_1347;20;9;2;3;4;2;3;3
160609_1347;20;10;2;2;2;1;2;0
160609_1347;20;11;9;2;2;1;6;0
160609_1347;20;12;9;1;2;2;6;1
160609_1347;20;13;2;4;1;2;5;5
160609_1347;20;14;2;4;4;1;3;0
