Session;Period;Subject;myTreatment;myGroup;myGroup2;myGroupType;dec-01;dec-02
160616_1408;3;11;2;5;1;2;4;4
160616_1408;3;12;2;2;3;2;4;6
160616_1408;3;13;9;1;1;1;1;0
160616_1408;3;14;9;3;3;1;6;0
160616_1408;3;15;2;2;2;1;2;0
160616_1408;3;16;2;5;5;1;6;0
160616_1408;3;17;9;4;5;2;1;1
160616_1408;3;18;9;5;5;1;1;0
160616_1408;3;19;2;1;1;1;4;0
160616_1408;3;20;2;3;3;1;4;0
160616_1408;4;1;9;4;4;1;6;0
160616_1408;4;2;9;2;2;1;6;0
160616_1408;4;3;2;1;2;2;5;5
160616_1408;4;4;2;3;4;2;6;6
160616_1408;4;5;9;2;3;2;6;6
160616_1408;4;6;9;5;1;2;5;5
160616_1408;4;7;2;4;5;2;6;3
160616_1408;4;8;2;4;4;1;6;0
160616_1408;4;9;9;3;4;2;6;6
160616_1408;4;10;9;1;2;2;6;6
160616_1408;4;11;2;5;1;2;2;5
160616_1408;4;12;2;2;3;2;4;1
160616_1408;4;13;9;1;1;1;5;0
160616_1408;4;14;9;3;3;1;6;0
160616_1408;4;15;2;2;2;1;5;0
160616_1408;4;16;2;5;5;1;6;0
160616_1408;4;17;9;4;5;2;1;5
160616_1408;4;18;9;5;5;1;1;0
160616_1408;4;19;2;1;1;1;2;0
160616_1408;4;20;2;3;3;1;4;0
160616_1408;5;1;9;4;4;1;6;0
160616_1408;5;2;9;2;2;1;6;0
160616_1408;5;3;2;1;2;2;1;2
160616_1408;5;4;2;3;4;2;1;4
160616_1408;5;5;9;2;3;2;6;5
160616_1408;5;6;9;5;1;2;3;5
160616_1408;5;7;2;4;5;2;6;4
160616_1408;5;8;2;4;4;1;1;0
160616_1408;5;9;9;3;4;2;6;6
160616_1408;5;10;9;1;2;2;6;6
160616_1408;5;11;2;5;1;2;5;1
160616_1408;5;12;2;2;3;2;4;4
160616_1408;5;13;9;1;1;1;3;0
160616_1408;5;14;9;3;3;1;6;0
160616_1408;5;15;2;2;2;1;1;0
160616_1408;5;16;2;5;5;1;6;0
160616_1408;5;17;9;4;5;2;4;4
160616_1408;5;18;9;5;5;1;4;0
160616_1408;5;19;2;1;1;1;5;0
160616_1408;5;20;2;3;3;1;4;0
160616_1408;6;1;9;4;4;1;6;0
160616_1408;6;2;9;2;2;1;6;0
160616_1408;6;3;2;1;2;2;1;1
160616_1408;6;4;2;3;4;2;6;5
160616_1408;6;5;9;2;3;2;6;6
160616_1408;6;6;9;5;1;2;4;3
160616_1408;6;7;2;4;5;2;6;6
160616_1408;6;8;2;4;4;1;6;0
160616_1408;6;9;9;3;4;2;6;6
160616_1408;6;10;9;1;2;2;6;6
160616_1408;6;11;2;5;1;2;3;6
160616_1408;6;12;2;2;3;2;4;6
160616_1408;6;13;9;1;1;1;4;0
160616_1408;6;14;9;3;3;1;6;0
160616_1408;6;15;2;2;2;1;1;0
160616_1408;6;16;2;5;5;1;6;0
160616_1408;6;17;9;4;5;2;6;3
160616_1408;6;18;9;5;5;1;6;0
160616_1408;6;19;2;1;1;1;3;0
160616_1408;6;20;2;3;3;1;4;0
160616_1408;7;1;9;4;4;1;6;0
160616_1408;7;2;9;2;2;1;6;0
160616_1408;7;3;2;1;2;2;5;5
160616_1408;7;4;2;3;4;2;4;4
160616_1408;7;5;9;2;3;2;6;6
160616_1408;7;6;9;5;1;2;2;1
160616_1408;7;7;2;4;5;2;6;3
160616_1408;7;8;2;4;4;1;4;0
160616_1408;7;9;9;3;4;2;6;6
160616_1408;7;10;9;1;2;2;6;6
160616_1408;7;11;2;5;1;2;6;1
160616_1408;7;12;2;2;3;2;3;5
160616_1408;7;13;9;1;1;1;2;0
160616_1408;7;14;9;3;3;1;6;0
160616_1408;7;15;2;2;2;1;5;0
160616_1408;7;16;2;5;5;1;6;0
160616_1408;7;17;9;4;5;2;6;1
160616_1408;7;18;9;5;5;1;6;0
160616_1408;7;19;2;1;1;1;6;0
160616_1408;7;20;2;3;3;1;3;0
160616_1408;8;1;9;4;4;1;6;0
160616_1408;8;2;9;2;2;1;6;0
160616_1408;8;3;2;1;2;2;6;6
160616_1408;8;4;2;3;4;2;1;2
160616_1408;8;5;9;2;3;2;6;4
160616_1408;8;6;9;5;1;2;3;2
160616_1408;8;7;2;4;5;2;4;1
160616_1408;8;8;2;4;4;1;1;0
160616_1408;8;9;9;3;4;2;6;6
160616_1408;8;10;9;1;2;2;6;6
160616_1408;8;11;2;5;1;2;2;6
160616_1408;8;12;2;2;3;2;1;1
160616_1408;8;13;9;1;1;1;3;0
160616_1408;8;14;9;3;3;1;6;0
160616_1408;8;15;2;2;2;1;6;0
160616_1408;8;16;2;5;5;1;4;0
160616_1408;8;17;9;4;5;2;3;3
160616_1408;8;18;9;5;5;1;3;0
160616_1408;8;19;2;1;1;1;2;0
160616_1408;8;20;2;3;3;1;1;0
160616_1408;9;1;9;4;4;1;6;0
160616_1408;9;2;9;2;2;1;6;0
160616_1408;9;3;2;1;2;2;3;3
160616_1408;9;4;2;3;4;2;4;2
160616_1408;9;5;9;2;3;2;6;6
160616_1408;9;6;9;5;1;2;6;6
160616_1408;9;7;2;4;5;2;5;5
160616_1408;9;8;2;4;4;1;4;0
160616_1408;9;9;9;3;4;2;6;6
160616_1408;9;10;9;1;2;2;6;6
160616_1408;9;11;2;5;1;2;4;3
160616_1408;9;12;2;2;3;2;3;4
160616_1408;9;13;9;1;1;1;6;0
160616_1408;9;14;9;3;3;1;6;0
160616_1408;9;15;2;2;2;1;3;0
160616_1408;9;16;2;5;5;1;5;0
160616_1408;9;17;9;4;5;2;5;5
160616_1408;9;18;9;5;5;1;5;0
160616_1408;9;19;2;1;1;1;4;0
160616_1408;9;20;2;3;3;1;3;0
160616_1408;10;1;9;4;4;1;6;0
160616_1408;10;2;9;2;2;1;6;0
160616_1408;10;3;2;1;2;2;5;5
160616_1408;10;4;2;3;4;2;3;3
160616_1408;10;5;9;2;3;2;6;6
160616_1408;10;6;9;5;1;2;1;5
160616_1408;10;7;2;4;5;2;6;4
160616_1408;10;8;2;4;4;1;3;0
160616_1408;10;9;9;3;4;2;6;6
160616_1408;10;10;9;1;2;2;6;6
160616_1408;10;11;2;5;1;2;2;3
160616_1408;10;12;2;2;3;2;2;3
160616_1408;10;13;9;1;1;1;1;0
160616_1408;10;14;9;3;3;1;6;0
160616_1408;10;15;2;2;2;1;5;0
160616_1408;10;16;2;5;5;1;6;0
160616_1408;10;17;9;4;5;2;3;6
160616_1408;10;18;9;5;5;1;3;0
160616_1408;10;19;2;1;1;1;2;0
160616_1408;10;20;2;3;3;1;2;0
160616_1408;11;1;9;4;4;1;6;0
160616_1408;11;2;9;2;2;1;6;0
160616_1408;11;3;2;1;2;2;4;4
160616_1408;11;4;2;3;4;2;3;6
160616_1408;11;5;9;2;3;2;6;6
160616_1408;11;6;9;5;1;2;6;6
160616_1408;11;7;2;4;5;2;6;4
160616_1408;11;8;2;4;4;1;3;0
160616_1408;11;9;9;3;4;2;6;6
160616_1408;11;10;9;1;2;2;6;6
160616_1408;11;11;2;5;1;2;4;3
160616_1408;11;12;2;2;3;2;6;6
160616_1408;11;13;9;1;1;1;6;0
160616_1408;11;14;9;3;3;1;6;0
160616_1408;11;15;2;2;2;1;4;0
160616_1408;11;16;2;5;5;1;6;0
160616_1408;11;17;9;4;5;2;4;4
160616_1408;11;18;9;5;5;1;4;0
160616_1408;11;19;2;1;1;1;4;0
160616_1408;11;20;2;3;3;1;6;0
160616_1408;12;1;9;4;4;1;6;0
160616_1408;12;2;9;2;2;1;6;0
160616_1408;12;3;2;1;2;2;1;4
160616_1408;12;4;2;3;4;2;6;1
160616_1408;12;5;9;2;3;2;6;5
160616_1408;12;6;9;5;1;2;5;5
160616_1408;12;7;2;4;5;2;4;4
160616_1408;12;8;2;4;4;1;6;0
160616_1408;12;9;9;3;4;2;6;6
160616_1408;12;10;9;1;2;2;6;6
160616_1408;12;11;2;5;1;2;4;2
160616_1408;12;12;2;2;3;2;1;1
160616_1408;12;13;9;1;1;1;5;0
160616_1408;12;14;9;3;3;1;6;0
160616_1408;12;15;2;2;2;1;1;0
160616_1408;12;16;2;5;5;1;4;0
160616_1408;12;17;9;4;5;2;1;3
160616_1408;12;18;9;5;5;1;1;0
160616_1408;12;19;2;1;1;1;4;0
160616_1408;12;20;2;3;3;1;1;0
160616_1408;13;1;9;4;4;1;6;0
160616_1408;13;2;9;2;2;1;6;0
160616_1408;13;3;2;1;2;2;4;4
160616_1408;13;4;2;3;4;2;4;2
160616_1408;13;5;9;2;3;2;6;1
160616_1408;13;6;9;5;1;2;1;5
160616_1408;13;7;2;4;5;2;5;3
160616_1408;13;8;2;4;4;1;4;0
160616_1408;13;9;9;3;4;2;6;6
160616_1408;13;10;9;1;2;2;6;6
160616_1408;13;11;2;5;1;2;1;3
160616_1408;13;12;2;2;3;2;2;6
160616_1408;13;13;9;1;1;1;1;0
160616_1408;13;14;9;3;3;1;6;0
160616_1408;13;15;2;2;2;1;4;0
160616_1408;13;16;2;5;5;1;5;0
160616_1408;13;17;9;4;5;2;4;4
160616_1408;13;18;9;5;5;1;4;0
160616_1408;13;19;2;1;1;1;1;0
160616_1408;13;20;2;3;3;1;2;0
160616_1408;14;1;9;4;4;1;6;0
160616_1408;14;2;9;2;2;1;6;0
160616_1408;14;3;2;1;2;2;4;4
160616_1408;14;4;2;3;4;2;3;1
160616_1408;14;5;9;2;3;2;6;6
160616_1408;14;6;9;5;1;2;2;1
160616_1408;14;7;2;4;5;2;4;1
160616_1408;14;8;2;4;4;1;3;0
160616_1408;14;9;9;3;4;2;6;6
160616_1408;14;10;9;1;2;2;6;6
160616_1408;14;11;2;5;1;2;3;3
160616_1408;14;12;2;2;3;2;3;3
160616_1408;14;13;9;1;1;1;2;0
160616_1408;14;14;9;3;3;1;6;0
160616_1408;14;15;2;2;2;1;4;0
160616_1408;14;16;2;5;5;1;4;0
160616_1408;14;17;9;4;5;2;4;6
160616_1408;14;18;9;5;5;1;4;0
160616_1408;14;19;2;1;1;1;3;0
160616_1408;14;20;2;3;3;1;3;0
160616_1408;15;1;9;4;4;1;6;0
160616_1408;15;2;9;2;2;1;6;0
160616_1408;15;3;2;1;2;2;4;4
160616_1408;15;4;2;3;4;2;1;3
160616_1408;15;5;9;2;3;2;6;6
160616_1408;15;6;9;5;1;2;3;3
160616_1408;15;7;2;4;5;2;5;4
160616_1408;15;8;2;4;4;1;1;0
160616_1408;15;9;9;3;4;2;6;6
160616_1408;15;10;9;1;2;2;6;6
160616_1408;15;11;2;5;1;2;3;4
160616_1408;15;12;2;2;3;2;3;3
160616_1408;15;13;9;1;1;1;3;0
160616_1408;15;14;9;3;3;1;6;0
160616_1408;15;15;2;2;2;1;4;0
160616_1408;15;16;2;5;5;1;5;0
160616_1408;15;17;9;4;5;2;3;4
160616_1408;15;18;9;5;5;1;3;0
160616_1408;15;19;2;1;1;1;3;0
160616_1408;15;20;2;3;3;1;3;0
160616_1408;16;1;9;4;4;1;6;0
160616_1408;16;2;9;2;2;1;6;0
160616_1408;16;3;2;1;2;2;3;6
160616_1408;16;4;2;3;4;2;4;3
160616_1408;16;5;9;2;3;2;6;2
160616_1408;16;6;9;5;1;2;6;6
160616_1408;16;7;2;4;5;2;6;6
160616_1408;16;8;2;4;4;1;4;0
160616_1408;16;9;9;3;4;2;6;6
160616_1408;16;10;9;1;2;2;6;6
160616_1408;16;11;2;5;1;2;6;3
160616_1408;16;12;2;2;3;2;4;5
160616_1408;16;13;9;1;1;1;6;0
160616_1408;16;14;9;3;3;1;6;0
160616_1408;16;15;2;2;2;1;3;0
160616_1408;16;16;2;5;5;1;6;0
160616_1408;16;17;9;4;5;2;4;6
160616_1408;16;18;9;5;5;1;4;0
160616_1408;16;19;2;1;1;1;6;0
160616_1408;16;20;2;3;3;1;4;0
160616_1408;17;1;9;4;4;1;6;0
160616_1408;17;2;9;2;2;1;6;0
160616_1408;17;3;2;1;2;2;5;5
160616_1408;17;4;2;3;4;2;4;4
160616_1408;17;5;9;2;3;2;6;6
160616_1408;17;6;9;5;1;2;3;5
160616_1408;17;7;2;4;5;2;6;1
160616_1408;17;8;2;4;4;1;4;0
160616_1408;17;9;9;3;4;2;6;6
160616_1408;17;10;9;1;2;2;6;6
160616_1408;17;11;2;5;1;2;4;5
160616_1408;17;12;2;2;3;2;1;3
160616_1408;17;13;9;1;1;1;3;0
160616_1408;17;14;9;3;3;1;6;0
160616_1408;17;15;2;2;2;1;5;0
160616_1408;17;16;2;5;5;1;6;0
160616_1408;17;17;9;4;5;2;5;1
160616_1408;17;18;9;5;5;1;5;0
160616_1408;17;19;2;1;1;1;4;0
160616_1408;17;20;2;3;3;1;1;0
160616_1408;18;1;9;4;4;1;6;0
160616_1408;18;2;9;2;2;1;6;0
160616_1408;18;3;2;1;2;2;4;4
160616_1408;18;4;2;3;4;2;1;2
160616_1408;18;5;9;2;3;2;6;6
160616_1408;18;6;9;5;1;2;5;5
160616_1408;18;7;2;4;5;2;6;3
160616_1408;18;8;2;4;4;1;1;0
160616_1408;18;9;9;3;4;2;6;6
160616_1408;18;10;9;1;2;2;6;6
160616_1408;18;11;2;5;1;2;3;4
160616_1408;18;12;2;2;3;2;3;3
160616_1408;18;13;9;1;1;1;5;0
160616_1408;18;14;9;3;3;1;6;0
160616_1408;18;15;2;2;2;1;4;0
160616_1408;18;16;2;5;5;1;6;0
160616_1408;18;17;9;4;5;2;3;4
160616_1408;18;18;9;5;5;1;3;0
160616_1408;18;19;2;1;1;1;3;0
160616_1408;18;20;2;3;3;1;3;0
160616_1408;19;1;9;4;4;1;6;0
160616_1408;19;2;9;2;2;1;6;0
160616_1408;19;3;2;1;2;2;5;5
160616_1408;19;4;2;3;4;2;2;5
160616_1408;19;5;9;2;3;2;6;5
160616_1408;19;6;9;5;1;2;5;5
160616_1408;19;7;2;4;5;2;6;5
160616_1408;19;8;2;4;4;1;2;0
160616_1408;19;9;9;3;4;2;6;6
160616_1408;19;10;9;1;2;2;6;6
160616_1408;19;11;2;5;1;2;4;4
160616_1408;19;12;2;2;3;2;4;6
160616_1408;19;13;9;1;1;1;5;0
160616_1408;19;14;9;3;3;1;6;0
160616_1408;19;15;2;2;2;1;5;0
160616_1408;19;16;2;5;5;1;6;0
160616_1408;19;17;9;4;5;2;1;2
160616_1408;19;18;9;5;5;1;1;0
160616_1408;19;19;2;1;1;1;4;0
160616_1408;19;20;2;3;3;1;4;0
160616_1408;20;1;9;4;4;1;6;0
160616_1408;20;2;9;2;2;1;6;0
160616_1408;20;3;2;1;2;2;3;3
160616_1408;20;4;2;3;4;2;6;1
160616_1408;20;5;9;2;3;2;6;6
160616_1408;20;6;9;5;1;2;4;3
160616_1408;20;7;2;4;5;2;3;6
160616_1408;20;8;2;4;4;1;6;0
160616_1408;20;9;9;3;4;2;6;6
160616_1408;20;10;9;1;2;2;6;6
160616_1408;20;11;2;5;1;2;6;1
160616_1408;20;12;2;2;3;2;2;3
160616_1408;20;13;9;1;1;1;4;0
160616_1408;20;14;9;3;3;1;6;0
160616_1408;20;15;2;2;2;1;3;0
160616_1408;20;16;2;5;5;1;3;0
160616_1408;20;17;9;4;5;2;2;6
160616_1408;20;18;9;5;5;1;2;0
160616_1408;20;19;2;1;1;1;6;0
160616_1408;20;20;2;3;3;1;2;0
